id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1078574171829854210,1078542703338565632,2018-12-28 17:51:36 대한민국 표준시,2018-12-28,17:51:36,+0900,50884714,bizinfo1357,중소벤처기업부,,#중기씨 블로그에서 6가지 질문에 대한 자세한 정책 정보 확인하실 수 있습니다😃 👉👉👉 https://t.co/phO4VhPHp4   #장도연 #롱터뷰 #중소기업벤처부 #제로페이 #벤처투자 #스타트업 #스마트공장 #창업지원 #상생혁신  https://t.co/xOIOKxQhp7,ko,[],['https://bit.ly/2rWIVLE'],['https://pbs.twimg.com/media/Dvfdd8fVYAIlDj8.jpg'],1,11,16,"['중기씨', '장도연', '롱터뷰', '중소기업벤처부', '제로페이', '벤처투자', '스타트업', '스마트공장', '창업지원', '상생혁신']",[],https://twitter.com/bizinfo1357/status/1078574171829854210,False,,1,https://pbs.twimg.com/media/Dvfdd8fVYAIlDj8.jpg,,,,,,,[],,,,
1078568715984105473,1078517283612385280,2018-12-28 17:29:55 대한민국 표준시,2018-12-28,17:29:55,+0900,50884714,bizinfo1357,중소벤처기업부,,@hellopolicy #중기씨 블로그에서 6가지 질문에 대한 자세한 정책 정보 확인하실 수 있습니다😃  https://t.co/TZVMg2FFee  #장도연 #롱터뷰 #중소기업벤처부 #제로페이 #벤처투자 #스타트업 #스마트공장 #창업지원 #상생혁신,ko,[],['https://blog.naver.com/bizinfo1357/221428974704'],[],0,6,10,"['중기씨', '장도연', '롱터뷰', '중소기업벤처부', '제로페이', '벤처투자', '스타트업', '스마트공장', '창업지원', '상생혁신']",[],https://twitter.com/bizinfo1357/status/1078568715984105473,False,,0,,,,,,,,"[{'screen_name': 'hellopolicy', 'name': '대한민국 정부', 'id': '134679265'}]",,,,
1078542703338565632,1078542703338565632,2018-12-28 15:46:33 대한민국 표준시,2018-12-28,15:46:33,+0900,50884714,bizinfo1357,중소벤처기업부,,제로페이는 왜 써야하나요? 스타트업지원으로 일자리를 만들어낼 수 있나요? 스마트공장은 일자리를 줄이는 거 아닌가요?  국민 여러분의 질문에 답하기 위해 만났습니다 장도연의 롱터뷰 #친절한중기씨 편 함께해요😃  #장도연 #홍종학 #롱터뷰 #중소기업벤처부 #중기씨 #제로페이 #스마트공장  https://t.co/c2nGKy2FYt,ko,[],[],[],3,44,43,"['친절한중기씨', '장도연', '홍종학', '롱터뷰', '중소기업벤처부', '중기씨', '제로페이', '스마트공장']",[],https://twitter.com/bizinfo1357/status/1078542703338565632,False,,1,https://pbs.twimg.com/media/DvepfATUYAIctXc.jpg,,,,,,,[],,,,
1078225524575490048,1078225524575490048,2018-12-27 18:46:12 대한민국 표준시,2018-12-27,18:46:12,+0900,50884714,bizinfo1357,중소벤처기업부,,지난 25일 성과공유제를 적용해 대기업과 중소기업이 윈윈하는 사례가 소개되었는데요    정부는 협력이익공유제를 통해 이러한 상생협력 사례를 더욱 확산해 나가겠습니다(협력이익공유제란?  https://t.co/S4KSP7JgBJ)   https://t.co/oY3Wn1c1Rd,ko,[],"['https://bit.ly/2ENyLVn', 'http://imnews.imbc.com/replay/2018/nwdesk/article/5085682_22663.html']",[],0,24,26,[],[],https://twitter.com/bizinfo1357/status/1078225524575490048,False,,0,,,,,,,,[],,,,
1078212735693815810,1078212735693815810,2018-12-27 17:55:23 대한민국 표준시,2018-12-27,17:55:23,+0900,50884714,bizinfo1357,중소벤처기업부,,규제 샌드박스로  대한민국의 내일을 준비합니다! 규제없는 놀이터 '규제 샌드박스'로 다양한 신제품과 기술의 출시가 더욱 빨라집니다!  https://t.co/Ct9Bi3RrI2 @YouTube 님이 공유,ko,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/ryhTBCnQbrA'],[],0,8,10,[],[],https://twitter.com/bizinfo1357/status/1078212735693815810,False,,0,,,,,,,,[],,,,
1078100919768633344,1078100919768633344,2018-12-27 10:31:04 대한민국 표준시,2018-12-27,10:31:04,+0900,50884714,bizinfo1357,중소벤처기업부,,"""직원들이 더욱 편하게 일하면서도 생산성을 높이는 방법은 없을까?"" 고심하던 ㈜씨월드는 스마트공장의 문을 두드렸습니다 파우더 자동화 설비 등을 도입하고 생산성⬆️ 불량률⬇️ 만족도⬆️ 달라진 ㈜씨월드를 만나보세요👉 https://t.co/nvKLfsm4QA  #스마트제조혁신 #스마트공장  https://t.co/DtiLUFrVY2",ko,[],['https://bit.ly/2LCbhnE'],"['https://pbs.twimg.com/media/DvYqWe2U8AAq0sE.jpg', 'https://pbs.twimg.com/media/DvYqXE4UwAA2pTF.jpg']",1,46,42,"['스마트제조혁신', '스마트공장']",[],https://twitter.com/bizinfo1357/status/1078100919768633344,False,,1,https://pbs.twimg.com/media/DvYqWe2U8AAq0sE.jpg,,,,,,,[],,,,
1077102711575695360,1077102711575695360,2018-12-24 16:24:32 대한민국 표준시,2018-12-24,16:24:32,+0900,50884714,bizinfo1357,중소벤처기업부,,"속초에 가시면 1956년 문을 열어 삼대 째 이어져 오고 있는 우리동네 서점, 동아서점에 들러보세요  새롭게 선정된 우리 곁의 백년가게를 소개합니다  https://t.co/7f3ZyxgjCg  #백년가게 #소상공인  https://t.co/IWCcxczMQU",ko,[],['https://bit.ly/2BDDrdg'],"['https://pbs.twimg.com/media/DvKeosvU0AAdhgr.jpg', 'https://pbs.twimg.com/media/DvKeqDZU0AA7fpy.jpg', 'https://pbs.twimg.com/media/DvKerBIUYAA1Gjl.jpg', 'https://pbs.twimg.com/media/DvKer4DUwAAopoV.jpg']",0,19,18,"['백년가게', '소상공인']",[],https://twitter.com/bizinfo1357/status/1077102711575695360,False,,1,https://pbs.twimg.com/media/DvKeosvU0AAdhgr.jpg,,,,,,,[],,,,
1077083304556355586,1077082692628312066,2018-12-24 15:07:25 대한민국 표준시,2018-12-24,15:07:25,+0900,50884714,bizinfo1357,중소벤처기업부,,자세한 내용은 중소벤처기업부 홈페이지를 확인해주세요 👉보도자료  https://t.co/tUwI5nAgFr 👉공고문  https://t.co/58v0De910m  #스타트업 #팁스 #기술창업,ko,[],"['https://bit.ly/2TaTpmt', 'https://bit.ly/2GDfYii']",[],0,5,8,"['스타트업', '팁스', '기술창업']",[],https://twitter.com/bizinfo1357/status/1077083304556355586,False,,0,,,,,,,,[],,,,
1077082692628312066,1077082692628312066,2018-12-24 15:04:59 대한민국 표준시,2018-12-24,15:04:59,+0900,50884714,bizinfo1357,중소벤처기업부,,혁신성장을 이끄는👍 팁스(TIPS) 신규 운영사를 모집합니다  기술창업 기업의 성장을 촉진할 수 있는 역량있는 운영사를 기다립니다  https://t.co/jEw4bN0BUg,ko,[],['http://www.hani.co.kr/arti/economy/startup/875481.html'],[],2,19,19,[],[],https://twitter.com/bizinfo1357/status/1077082692628312066,False,,0,,,,,,,,[],,,,
1076004944581320705,1076004941582323713,2018-12-21 15:42:24 대한민국 표준시,2018-12-21,15:42:24,+0900,50884714,bizinfo1357,중소벤처기업부,,제로페이 가맹점에서 결제앱을 열어 QR코드를 콕! 찍고 결제금액을 입력해 보내주세요😀 👉 https://t.co/PpcLlbKlcw #제로페이  https://t.co/e3vafBgAV4,ko,[],['http://bit.ly/2Sg5lTY'],[],0,11,12,['제로페이'],[],https://twitter.com/bizinfo1357/status/1076004944581320705,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1075998330579148800/pu/img/8NYjg55vo1Gnx_7w.jpg,,,,,,,[],,,,
1076004941582323713,1076004941582323713,2018-12-21 15:42:23 대한민국 표준시,2018-12-21,15:42:23,+0900,50884714,bizinfo1357,중소벤처기업부,,소상공인 결제수수료는 0%대로 낮추고 소비자는 40% 소득공제 혜택을 받는 소상공인 간편결제 #제로페이 👌  12월 20일 드디어 서울•부산•경남에서 시범실시가 시작됩니다😆 더 자세한 내용은👉 https://t.co/PpcLlbKlcw  https://t.co/ePmAysM9wY,ko,[],['http://bit.ly/2Sg5lTY'],"['https://pbs.twimg.com/media/Du62tD6VYAA1xKc.jpg', 'https://pbs.twimg.com/media/Du62txJVAAACSAI.jpg']",3,36,30,['제로페이'],[],https://twitter.com/bizinfo1357/status/1076004941582323713,False,,1,https://pbs.twimg.com/media/Du62tD6VYAA1xKc.jpg,,,,,,,[],,,,
1075898770770935808,1075898770770935808,2018-12-21 08:40:30 대한민국 표준시,2018-12-21,08:40:30,+0900,50884714,bizinfo1357,중소벤처기업부,,정책에 대한 오해를 풀어주고 설명해주는 트위터 사.이.다가 문을 열었습니다😀,ko,[],[],[],0,25,23,[],[],https://twitter.com/bizinfo1357/status/1075898770770935808,False,https://twitter.com/actualpolicy_kr/status/1075615771647041536,0,,,,,,,,[],,,,
1075896311524732928,1075896311524732928,2018-12-21 08:30:44 대한민국 표준시,2018-12-21,08:30:44,+0900,50884714,bizinfo1357,중소벤처기업부,,"[영상] 중소벤처기업부와 관계부처는 자영업 협·단체와 2018년 12월20일(목) 당·정·업계 협의를 개최하고, ""자영업 성장·혁신 종합대책""을 발표했습니다  중소벤처기업부 홍종학 장관은 자영업자와 함께 고민하고 대책을 마련했으며, 자영업을 독립적인 정책대상으로 바라보고 지원하겠다고 밝혔습니다  https://t.co/FuWhq9EOe8",ko,[],[],[],2,141,120,[],[],https://twitter.com/bizinfo1357/status/1075896311524732928,False,,1,https://pbs.twimg.com/media/Du5Z5n5UYAEtojr.jpg,,,,,,,[],,,,
1075697161847767040,1075697161847767040,2018-12-20 19:19:23 대한민국 표준시,2018-12-20,19:19:23,+0900,50884714,bizinfo1357,중소벤처기업부,,자영업 성장·혁신 종합대책  이번 대책은 독립적인 정책대상으로서 자영업자를 위한 지원체계를 담고있습니다 과제 발굴부터 자영업자와 함께 고민하여 대책을 마련했습니다 이번 대책을 시작으로 자영업자가 성장하고 혁신할 수 있는 생태계를 조성하기 위한 방안을 실현해나가겠습니다  #자영업대책  https://t.co/zCIxuM93Hc,ko,[],[],"['https://pbs.twimg.com/media/Du2jB8vUYAEYMXC.jpg', 'https://pbs.twimg.com/media/Du2jCl7UcAAjYB_.png', 'https://pbs.twimg.com/media/Du2jDOVU8AA5tAp.png', 'https://pbs.twimg.com/media/Du2jD24UcAARnAT.png']",2,56,37,['자영업대책'],[],https://twitter.com/bizinfo1357/status/1075697161847767040,False,,1,https://pbs.twimg.com/media/Du2jB8vUYAEYMXC.jpg,,,,,,,[],,,,
1075668128850309120,1075541089291923456,2018-12-20 17:24:01 대한민국 표준시,2018-12-20,17:24:01,+0900,50884714,bizinfo1357,중소벤처기업부,,@okbyul 보다 자세한 내용은 가까운 기보 대리점에 방문하시어 조언 받으실 수 있을 것 같습니다 감사합니다,ko,[],[],[],0,0,0,[],[],https://twitter.com/bizinfo1357/status/1075668128850309120,False,,0,,,,,,,,"[{'screen_name': 'okbyul', 'name': 'Yun-sun Ok', 'id': '90760664'}]",,,,
1075668087905472512,1075541089291923456,2018-12-20 17:23:51 대한민국 표준시,2018-12-20,17:23:51,+0900,50884714,bizinfo1357,중소벤처기업부,,"@okbyul 또한 보증심사시 신청기업의 기술 개발실적, 개발(생산)인력 등 과거 실적뿐만 아니라 구체적인 사업계획, 추정매출액 등 기술개발의 가능성을 충분히 고려하여 우수기술을 보유한 예비창업자에게도 창업자금을 지원하도록 노력하고 있습니다",ko,[],[],[],1,0,0,[],[],https://twitter.com/bizinfo1357/status/1075668087905472512,False,,0,,,,,,,,"[{'screen_name': 'okbyul', 'name': 'Yun-sun Ok', 'id': '90760664'}]",,,,
1075667974231490560,1075541089291923456,2018-12-20 17:23:24 대한민국 표준시,2018-12-20,17:23:24,+0900,50884714,bizinfo1357,중소벤처기업부,,"@okbyul 안녕하세요 벤처혁신정책과에서 답변드립니다 기술보증기금의 지원 대상은 기술보증기금법에 따라 기술을 개발하거나, 이를 응용하여 사업화하는 중소기업입니다 따라서 업종에 무관하게 지원하고 있으므로 제조업 영위기업에 국한하여 지원하는 것은 아닙니다",ko,[],[],[],1,0,0,[],[],https://twitter.com/bizinfo1357/status/1075667974231490560,False,,0,,,,,,,,"[{'screen_name': 'okbyul', 'name': 'Yun-sun Ok', 'id': '90760664'}]",,,,
1075556586892869634,1075541089291923456,2018-12-20 10:00:47 대한민국 표준시,2018-12-20,10:00:47,+0900,50884714,bizinfo1357,중소벤처기업부,,@okbyul 안녕하세요 중소벤처기업부입니다 담당과에 내용을 확인해서 답변드리겠습니다!,ko,[],[],[],1,0,0,[],[],https://twitter.com/bizinfo1357/status/1075556586892869634,False,,0,,,,,,,,"[{'screen_name': 'okbyul', 'name': 'Yun-sun Ok', 'id': '90760664'}]",,,,
1075343366722748417,1075343344283209728,2018-12-19 19:53:32 대한민국 표준시,2018-12-19,19:53:32,+0900,50884714,bizinfo1357,중소벤처기업부,,상생결제 혜택을 확산하는 '상생결제의무화'  자난 9월부터는 상생결제로 납품대금을 지급받은 기업이 협력업체에게도 상생결제나 현금으로 결제하도록 하는 상생결제의무화를 도입했습니다  그 결과 상생결제의 혜택이 대기업과 1차 협력사에 머무르지 않고 2·3차 협력사로 확산되고 있습니다  https://t.co/cMgSTKoByO,ko,[],[],"['https://pbs.twimg.com/media/DuxjE8pVAAYXrk0.jpg', 'https://pbs.twimg.com/media/DuxjFu7U0AIPxvu.jpg']",1,14,16,[],[],https://twitter.com/bizinfo1357/status/1075343366722748417,False,,1,https://pbs.twimg.com/media/DuxjE8pVAAYXrk0.jpg,,,,,,,[],,,,
1075343344283209728,1075343344283209728,2018-12-19 19:53:26 대한민국 표준시,2018-12-19,19:53:26,+0900,50884714,bizinfo1357,중소벤처기업부,,상생결제액 100조원 돌파  상생결제는 원청업체와 하청업체 사이에 은행이 대금 지급을 보증하는 결제수단인데요  위험성이 높은 어음을 대체하는 수단으로 2015년 도입되었고 올해 처음으로 100조원을 넘었습니다  #상생결제 #상생  https://t.co/6cPaGoIAiV,ko,[],[],"['https://pbs.twimg.com/media/DuxjCyrUcAAzJl8.jpg', 'https://pbs.twimg.com/media/DuxjDaTU0AEymIm.jpg', 'https://pbs.twimg.com/media/DuxjEOxUUAAciw-.jpg']",1,32,31,"['상생결제', '상생']",[],https://twitter.com/bizinfo1357/status/1075343344283209728,False,,1,https://pbs.twimg.com/media/DuxjCyrUcAAzJl8.jpg,,,,,,,[],,,,
1075012320839888897,1075012320839888897,2018-12-18 21:58:04 대한민국 표준시,2018-12-18,21:58:04,+0900,50884714,bizinfo1357,중소벤처기업부,,[정책브리핑] 2018년 올 한해 우리 생활에 큰 영향을 미쳤던 정책들 만나보세요😀 #포용국가 #함께_잘사는_나라,ko,[],[],[],0,19,21,"['포용국가', '함께_잘사는_나라']",[],https://twitter.com/bizinfo1357/status/1075012320839888897,False,https://twitter.com/hellopolicy/status/1074845759734837248,0,,,,,,,,[],,,,
1074881947183149057,1074881947183149057,2018-12-18 13:20:01 대한민국 표준시,2018-12-18,13:20:01,+0900,50884714,bizinfo1357,중소벤처기업부,,"드디어 5,770:1 경쟁을 뚫고 최종 우승자가 가려진다!  마지막인만큼 올인한 참가자들의 숨막히는 피칭 대결⭐️🌟 왕중왕전 TOP10 중 상금 5억원과 대통령상에 빛나는 단 1팀이 가려집니다  2018.12.19(수) 저녁 6시30분 JTBC #스타트업빅뱅 마지막회😵  https://t.co/aKMlqnxHSD",ko,[],[],[],1,11,13,['스타트업빅뱅'],[],https://twitter.com/bizinfo1357/status/1074881947183149057,False,,1,https://pbs.twimg.com/amplify_video_thumb/1074858896366305281/img/VGfRbMK7yjRk19rt.jpg,,,,,,,[],,,,
1074629591392706561,1074629591392706561,2018-12-17 20:37:14 대한민국 표준시,2018-12-17,20:37:14,+0900,50884714,bizinfo1357,중소벤처기업부,,"스마트공장 3만개 구축, 스마트 제조혁신으로 중소기업 제조강국 만들겠습니다  스마트공장 보급을 넘어 우리나라 제조혁신을 이끌고 우리 경제의 신성장동력이 될 수 있도록 '스마트 제조혁신'을 추진합니다  카드뉴스 보러가기☞ https://t.co/uj28NXsxsX  https://t.co/oKODkyXSDe",ko,[],['https://bit.ly/2EoL22p'],"['https://pbs.twimg.com/media/DunXytjU0AgwSjn.jpg', 'https://pbs.twimg.com/media/DunYT4-U0AEluaq.jpg', 'https://pbs.twimg.com/media/DunYUsaUwAAmcIi.jpg', 'https://pbs.twimg.com/media/DunYViMUcAcPaOn.jpg']",2,33,31,[],[],https://twitter.com/bizinfo1357/status/1074629591392706561,False,,1,https://pbs.twimg.com/media/DunXytjU0AgwSjn.jpg,,,,,,,[],,,,
1074581102503768064,1074581102503768064,2018-12-17 17:24:34 대한민국 표준시,2018-12-17,17:24:34,+0900,50884714,bizinfo1357,중소벤처기업부,,[설문조사 당첨자 발표] 설문조사에 참여하고 좋은 의견 주신 모든 분들께 감사드립니다😃 행운의 선물을 받으실 분은 ↓↓↓ 사진을 확인해주세요 https://t.co/Qkfg396tBs  https://t.co/xYg6mtjQzx,ko,[],['https://blog.naver.com/bizinfo1357/221421012362'],['https://pbs.twimg.com/media/DumqIFUUwAEWLTg.jpg'],1,6,13,[],[],https://twitter.com/bizinfo1357/status/1074581102503768064,False,,1,https://pbs.twimg.com/media/DumqIFUUwAEWLTg.jpg,,,,,,,[],,,,
1073530152254988288,1073109436166660096,2018-12-14 19:48:28 대한민국 표준시,2018-12-14,19:48:28,+0900,50884714,bizinfo1357,중소벤처기업부,,@sehera1209 @windskyrun @5354soo 중기부 정책에 관심 가져주셔서 저희도 감사합니다 앞으로 더 자세히 알려드리기 위해 노력하고 또 기술탈취 근절 정책도 열심히 추진해나가겠습니다 감사합니다😃,ko,[],[],[],0,1,0,[],[],https://twitter.com/bizinfo1357/status/1073530152254988288,False,,0,,,,,,,,"[{'screen_name': 'sehera1209', 'name': '교육혁신은 영어수능문제 혁신부터!!', 'id': '907890777853911040'}, {'screen_name': 'windskyrun', 'name': 'Krishnamurti☆Soul', 'id': '226535018'}, {'screen_name': '5354soo', 'name': '정의위해-재용+궁찾사잡자🐝🇰🇷淸風', 'id': '889040021377896448'}]",,,,
