id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
549818768256278528,549818768256278528,2014-12-30 15:46:24 대한민국 표준시,2014-12-30,15:46:24,+0900,50884714,bizinfo1357,중소벤처기업부,,"드라마 보다 더 박진감 넘치는 중소기업 기술개발 성공 스토리, 이제 ‘온라인홍보관’에서 만나봅시다! 온라인 홍보관 바로가기 &gt;&gt;&gt;  http://t.co/hjXrrsQcu9 블로그에서 자세한 내용 확인하기 &gt;&gt;&gt;  http://t.co/iJvu9Kt0n6",ko,[],"['http://bit.ly/1Af3r8H', 'http://bit.ly/172oa4N']",[],0,2,1,[],[],https://twitter.com/bizinfo1357/status/549818768256278528,False,,0,,,,,,,,[],,,,
549751820399034370,549751820399034370,2014-12-30 11:20:22 대한민국 표준시,2014-12-30,11:20:22,+0900,50884714,bizinfo1357,중소벤처기업부,,"'우리가 어떤 민족입니까?' 를 끊임없이 묻는 그. 우아한 형제들의 '김봉진 대표'입니다.그가 말하는 창업자의 요건, 미쳐야 한다고 합니다!.#자신이좋아하는일에 말이죠! 그의 이야기, 함께 만나볼까요?&gt;&gt;&gt;  http://t.co/DejqJkV5He",ko,[],['http://bit.ly/1vnJ96y'],[],1,3,1,['자신이좋아하는일에'],[],https://twitter.com/bizinfo1357/status/549751820399034370,False,,0,,,,,,,,[],,,,
549465310722412544,549465310722412544,2014-12-29 16:21:53 대한민국 표준시,2014-12-29,16:21:53,+0900,50884714,bizinfo1357,중소벤처기업부,,"재밌는 시장, 시흥 삼미시장에 가면 확인 할 네 가지 명물이 있다고 하는데! 시흥시장 #그것이_알고싶다! #오중기_출동! &gt;&gt;&gt;  http://t.co/UpMD99b6Dp  http://t.co/FhBx3cDnTi",ko,[],['http://bit.ly/1ttgkvr'],['https://pbs.twimg.com/media/B6AXyYVCMAArPWw.jpg'],0,2,2,"['그것이_알고싶다', '오중기_출동']",[],https://twitter.com/bizinfo1357/status/549465310722412544,False,,1,https://pbs.twimg.com/media/B6AXyYVCMAArPWw.jpg,,,,,,,[],,,,
549386551788986368,549386551788986368,2014-12-29 11:08:55 대한민국 표준시,2014-12-29,11:08:55,+0900,50884714,bizinfo1357,중소벤처기업부,,"양적 뿐만 아니라 질적으로도 쑥쑥 자라나고 있는 벤처 생태계! 기사로 만나보세요! &lt;창업 사상최다, 올 8만개 돌파&gt;  http://t.co/lKpUH02dV5 &lt;창업환경 순위 34위→17위 닷컴버블 이후 최고&gt;  http://t.co/aPJSgXNlZB",ko,[],"['http://bit.ly/1xrjQ7Q', 'http://bit.ly/14878Be']",[],0,2,0,[],[],https://twitter.com/bizinfo1357/status/549386551788986368,False,,0,,,,,,,,[],,,,
548390339283652609,548390339283652609,2014-12-26 17:10:20 대한민국 표준시,2014-12-26,17:10:20,+0900,50884714,bizinfo1357,중소벤처기업부,,"""나다움""을 찾아갔던 여정, 그 여정의 끝에 나다운 서포터즈 해단식이 있었습니다! 나다운 서포터즈 활동으로 나다운 나를 만난 오늘이었기를 바랍니다 ;-) #안녕_나다운서포터즈들!  http://t.co/ko9C2SgNe3",ko,[],[],"['https://pbs.twimg.com/media/B5xGFBLCAAIh-vE.jpg', 'https://pbs.twimg.com/media/B5xGGeeCEAA8ItT.jpg', 'https://pbs.twimg.com/media/B5xGGg2CAAEzUfD.jpg', 'https://pbs.twimg.com/media/B5xGG2TCEAIUG0P.jpg']",0,1,0,['안녕_나다운서포터즈들'],[],https://twitter.com/bizinfo1357/status/548390339283652609,False,,1,https://pbs.twimg.com/media/B5xGFBLCAAIh-vE.jpg,,,,,,,[],,,,
548292828426559488,548292828426559488,2014-12-26 10:42:51 대한민국 표준시,2014-12-26,10:42:51,+0900,50884714,bizinfo1357,중소벤처기업부,,"""규제개선 하니 일자리도 늘고 매출도 늘었어요!""  규제개선으로 얼굴에 미소가 만연한 이들의 이야기, ""20인의 미소"" E-BOOK에서 확인 하세요!  http://t.co/aVfIAnF9Ra  http://t.co/iZzMzRg6Lc",ko,[],['http://goo.gl/Kd6Afp'],"['https://pbs.twimg.com/media/B5vtafiCUAAFjOP.jpg', 'https://pbs.twimg.com/media/B5vtaSACEAAebO_.jpg', 'https://pbs.twimg.com/media/B5vta-iCQAAtM1O.jpg', 'https://pbs.twimg.com/media/B5vtayGCcAE34kL.jpg']",0,7,1,[],[],https://twitter.com/bizinfo1357/status/548292828426559488,False,,1,https://pbs.twimg.com/media/B5vtafiCUAAFjOP.jpg,,,,,,,[],,,,
547687552652558337,547687552652558337,2014-12-24 18:37:42 대한민국 표준시,2014-12-24,18:37:42,+0900,50884714,bizinfo1357,중소벤처기업부,,"[한 눈에 보자! '2015년 경제정책방향!'] 크리스마스 이브, 선물같은 2015년 경제정책방향, 한눈에 보여드립니다:) #기획재정부로부터_날아든_소식 &gt;&gt;&gt;  http://t.co/zUffolwDTp  http://t.co/xJAJeDcoIc",ko,[],['http://mosfnet.blog.me/220218117369'],['https://pbs.twimg.com/media/B5nG7S9CAAAjTig.png'],0,8,4,['기획재정부로부터_날아든_소식'],[],https://twitter.com/bizinfo1357/status/547687552652558337,False,,1,https://pbs.twimg.com/media/B5nG7S9CAAAjTig.png,,,,,,,[],,,,
547566501490733056,547566501490733056,2014-12-24 10:36:41 대한민국 표준시,2014-12-24,10:36:41,+0900,50884714,bizinfo1357,중소벤처기업부,,"[중소기업 정책백서] '내가 만난 정책' 월드클래스 300편 창업한지 10년 된 엠씨멕스!  수출경쟁력과 시장지배력을 강화할 수 있었던 힘, 바로 월드클래스 300과 함께였습니다;-)   http://t.co/zFIHwEBG3N",ko,[],['http://youtu.be/nkyXghHyONk'],[],0,2,1,[],[],https://twitter.com/bizinfo1357/status/547566501490733056,False,,0,,,,,,,,[],,,,
547560917467033602,547560917467033602,2014-12-24 10:14:30 대한민국 표준시,2014-12-24,10:14:30,+0900,50884714,bizinfo1357,중소벤처기업부,,[중소기업 정책백서] 내가 만난 정책_월드클래스 300편 '엠씨넥스':  http://t.co/IHOtXKGPwv (@YouTube),ko,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['http://youtu.be/nkyXghHyONk?a'],[],1,3,1,[],[],https://twitter.com/bizinfo1357/status/547560917467033602,False,,0,,,,,,,,[],,,,
547560373461602304,547560373461602304,2014-12-24 10:12:20 대한민국 표준시,2014-12-24,10:12:20,+0900,50884714,bizinfo1357,중소벤처기업부,,동영상을 @YouTube 재생목록  http://t.co/IHOtXKGPwv [중소기업 정책백서] 내가 만난 정책_중소기업,ko,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['http://youtu.be/nkyXghHyONk?a'],[],0,1,3,[],[],https://twitter.com/bizinfo1357/status/547560373461602304,False,,0,,,,,,,,[],,,,
